HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST
Arsenal,CrystalPalace,2,1,H,14,4,6,2
Leicester,Everton,2,2,D,11,13,3,3
ManUnited,Swansea,1,2,A,14,5,5,4
QPR,Hull,0,1,A,19,11,6,4
Stoke,AstonVilla,0,1,A,12,7,2,2
WestBrom,Sunderland,2,2,D,10,7,5,2
WestHam,Tottenham,0,1,A,18,10,4,4
Liverpool,Southampton,2,1,H,12,12,5,6
Newcastle,ManCity,0,2,A,12,13,0,5
Burnley,Chelsea,1,3,A,9,11,2,3
AstonVilla,Newcastle,0,0,D,9,11,0,4
Chelsea,Leicester,2,0,H,27,6,10,4
CrystalPalace,WestHam,1,3,A,9,17,4,8
Everton,Arsenal,2,2,D,8,13,2,3
Southampton,WestBrom,0,0,D,8,8,2,2
Swansea,Burnley,1,0,H,10,12,5,1
Hull,Stoke,1,1,D,9,19,2,3
Sunderland,ManUnited,1,1,D,11,10,3,3
Tottenham,QPR,4,0,H,18,9,5,1
ManCity,Liverpool,3,1,H,9,11,4,3
Burnley,ManUnited,0,0,D,9,7,3,2
Everton,Chelsea,3,6,A,17,12,7,8
ManCity,Stoke,0,1,A,16,7,2,2
Newcastle,CrystalPalace,3,3,D,18,12,4,7
QPR,Sunderland,1,0,H,18,16,5,6
Swansea,WestBrom,3,0,H,15,16,8,2
WestHam,Southampton,1,3,A,4,18,2,8
AstonVilla,Hull,2,1,H,11,9,4,3
Leicester,Arsenal,1,1,D,9,24,3,6
Tottenham,Liverpool,0,3,A,7,17,1,8
Arsenal,ManCity,2,2,D,15,15,6,8
Chelsea,Swansea,4,2,H,29,11,9,2
CrystalPalace,Burnley,0,0,D,14,11,3,3
Liverpool,AstonVilla,0,1,A,18,5,1,1
Southampton,Newcastle,4,0,H,10,9,7,4
Stoke,Leicester,0,1,A,24,8,4,1
Sunderland,Tottenham,2,2,D,6,15,1,6
WestBrom,Everton,0,2,A,11,11,1,4
ManUnited,QPR,4,0,H,19,9,9,2
Hull,WestHam,2,2,D,11,16,6,4
AstonVilla,Arsenal,0,3,A,6,9,2,3
Burnley,Sunderland,0,0,D,17,14,6,6
Newcastle,Hull,2,2,D,25,10,7,3
QPR,Stoke,2,2,D,21,8,5,4
Swansea,Southampton,0,1,A,5,11,2,4
WestHam,Liverpool,3,1,H,13,11,7,5
Everton,CrystalPalace,2,3,A,17,10,6,3
Leicester,ManUnited,5,3,H,15,16,5,5
ManCity,Chelsea,1,1,D,16,6,4,2
Tottenham,WestBrom,0,1,A,7,10,1,4
Arsenal,Tottenham,1,1,D,16,6,6,4
Chelsea,AstonVilla,3,0,H,17,7,8,1
CrystalPalace,Leicester,2,0,H,16,7,6,1
Hull,ManCity,2,4,A,10,20,5,6
Liverpool,Everton,1,1,D,24,11,8,5
ManUnited,WestHam,2,1,H,8,13,3,4
Southampton,QPR,2,1,H,19,10,9,2
Sunderland,Swansea,0,0,D,15,7,3,1
WestBrom,Burnley,4,0,H,20,10,6,2
Stoke,Newcastle,1,0,H,12,16,3,1
AstonVilla,ManCity,0,2,A,6,27,1,7
Hull,CrystalPalace,2,0,H,15,11,2,2
Leicester,Burnley,2,2,D,15,10,6,4
Liverpool,WestBrom,2,1,H,19,8,7,4
Sunderland,Stoke,3,1,H,8,11,3,5
Swansea,Newcastle,2,2,D,11,9,5,4
Chelsea,Arsenal,2,0,H,5,10,3,0
ManUnited,Everton,2,1,H,15,10,4,6
Tottenham,Southampton,1,0,H,9,7,4,3
WestHam,QPR,2,0,H,11,10,3,3
Arsenal,Hull,2,2,D,25,4,9,4
Burnley,WestHam,1,3,A,17,22,3,6
CrystalPalace,Chelsea,1,2,A,7,14,4,5
Everton,AstonVilla,3,0,H,15,10,6,2
ManCity,Tottenham,4,1,H,20,19,12,7
Newcastle,Leicester,1,0,H,19,7,6,2
Southampton,Sunderland,8,0,H,20,12,11,1
QPR,Liverpool,2,3,A,15,15,6,5
Stoke,Swansea,2,1,H,17,13,3,5
WestBrom,ManUnited,2,2,D,8,22,2,7
Liverpool,Hull,0,0,D,17,6,4,3
Southampton,Stoke,1,0,H,20,8,2,1
Sunderland,Arsenal,0,2,A,11,15,3,5
Swansea,Leicester,2,0,H,7,9,3,4
WestBrom,CrystalPalace,2,2,D,17,8,4,6
WestHam,ManCity,2,1,H,12,21,4,5
Burnley,Everton,1,3,A,14,15,3,6
ManUnited,Chelsea,1,1,D,19,9,7,4
Tottenham,Newcastle,1,2,A,17,8,2,2
QPR,AstonVilla,2,0,H,11,15,4,6
Arsenal,Burnley,3,0,H,32,6,13,2
Chelsea,QPR,2,1,H,18,7,8,1
Everton,Swansea,0,0,D,17,8,3,0
Hull,Southampton,0,1,A,8,10,1,3
Leicester,WestBrom,0,1,A,14,8,5,3
Newcastle,Liverpool,1,0,H,14,6,3,3
Stoke,WestHam,2,2,D,21,10,6,2
AstonVilla,Tottenham,1,2,A,12,18,1,7
ManCity,ManUnited,1,0,H,16,9,6,2
CrystalPalace,Sunderland,1,3,A,9,8,1,7
Burnley,Hull,1,0,H,14,12,3,1
Liverpool,Chelsea,1,2,A,12,15,4,5
ManUnited,CrystalPalace,1,0,H,23,6,5,1
QPR,ManCity,2,2,D,17,23,4,6
Southampton,Leicester,2,0,H,18,5,6,0
WestHam,AstonVilla,0,0,D,21,12,5,4
Sunderland,Everton,1,1,D,10,16,3,7
Swansea,Arsenal,2,1,H,11,12,5,4
Tottenham,Stoke,1,2,A,14,11,4,4
WestBrom,Newcastle,0,2,A,10,8,2,3
Arsenal,ManUnited,1,2,A,23,12,9,2
Chelsea,WestBrom,2,0,H,21,5,8,1
Everton,WestHam,2,1,H,14,14,4,3
Leicester,Sunderland,0,0,D,13,10,4,5
ManCity,Swansea,2,1,H,23,8,10,3
Newcastle,QPR,1,0,H,14,13,6,4
Stoke,Burnley,1,2,A,25,5,4,4
CrystalPalace,Liverpool,3,1,H,15,12,5,1
Hull,Tottenham,1,2,A,10,23,2,6
AstonVilla,Southampton,1,1,D,7,15,1,4
Burnley,AstonVilla,1,1,D,11,18,4,7
Liverpool,Stoke,1,0,H,16,13,3,4
ManUnited,Hull,3,0,H,12,4,6,2
QPR,Leicester,3,2,H,32,19,6,5
Sunderland,Chelsea,0,0,D,12,24,3,6
Swansea,CrystalPalace,1,1,D,18,11,4,5
WestBrom,Arsenal,0,1,A,9,17,1,5
WestHam,Newcastle,1,0,H,12,7,3,1
Southampton,ManCity,0,3,A,13,15,4,6
Tottenham,Everton,2,1,H,13,10,6,5
Burnley,Newcastle,1,1,D,12,11,2,4
CrystalPalace,AstonVilla,0,1,A,17,5,5,3
Leicester,Liverpool,1,3,A,20,11,4,3
ManUnited,Stoke,2,1,H,10,5,3,4
Swansea,QPR,2,0,H,18,5,7,1
WestBrom,WestHam,1,2,A,23,11,5,6
Arsenal,Southampton,1,0,H,19,6,8,1
Chelsea,Tottenham,3,0,H,12,10,8,2
Everton,Hull,1,1,D,13,8,5,1
Sunderland,ManCity,1,4,A,8,15,2,4
Hull,WestBrom,0,0,D,12,6,2,3
Liverpool,Sunderland,0,0,D,15,7,2,1
ManCity,Everton,1,0,H,19,9,3,2
Newcastle,Chelsea,2,1,H,9,26,3,8
QPR,Burnley,2,0,H,11,15,6,3
Stoke,Arsenal,3,2,H,13,15,4,6
Tottenham,CrystalPalace,0,0,D,14,16,3,4
AstonVilla,Leicester,2,1,H,16,10,7,4
WestHam,Swansea,3,1,H,15,11,7,2
Southampton,ManUnited,1,2,A,15,3,4,2
Arsenal,Newcastle,4,1,H,17,10,4,4
Burnley,Southampton,1,0,H,7,15,2,4
Chelsea,Hull,2,0,H,12,8,3,0
CrystalPalace,Stoke,1,1,D,10,7,3,3
Leicester,ManCity,0,1,A,7,9,1,4
Sunderland,WestHam,1,1,D,13,19,4,8
WestBrom,AstonVilla,1,0,H,13,7,5,2
ManUnited,Liverpool,3,0,H,11,19,6,9
Swansea,Tottenham,1,2,A,15,10,3,4
Everton,QPR,3,1,H,13,17,5,4
AstonVilla,ManUnited,1,1,D,10,16,4,9
Hull,Swansea,0,1,A,11,13,3,3
ManCity,CrystalPalace,3,0,H,15,6,3,1
QPR,WestBrom,3,2,H,17,16,7,6
Southampton,Everton,3,0,H,11,13,3,4
Tottenham,Burnley,2,1,H,23,9,6,5
WestHam,Leicester,2,0,H,10,10,2,4
Liverpool,Arsenal,2,2,D,27,7,10,3
Newcastle,Sunderland,0,1,A,15,16,7,3
Stoke,Chelsea,0,2,A,13,15,2,6
Arsenal,QPR,2,1,H,15,16,5,2
Burnley,Liverpool,0,1,A,16,10,0,3
Chelsea,WestHam,2,0,H,28,6,9,0
CrystalPalace,Southampton,1,3,A,11,13,4,6
Everton,Stoke,0,1,A,16,12,5,2
Leicester,Tottenham,1,2,A,22,8,6,3
ManUnited,Newcastle,3,1,H,9,8,4,4
Sunderland,Hull,1,3,A,12,13,3,5
Swansea,AstonVilla,1,0,H,7,11,2,3
WestBrom,ManCity,1,3,A,18,9,6,5
AstonVilla,Sunderland,0,0,D,14,15,3,3
Hull,Leicester,0,1,A,18,4,5,2
ManCity,Burnley,2,2,D,17,12,6,3
Newcastle,Everton,3,2,H,13,9,6,2
QPR,CrystalPalace,0,0,D,11,10,3,3
Southampton,Chelsea,1,1,D,9,7,1,1
Stoke,WestBrom,2,0,H,13,15,3,4
Tottenham,ManUnited,0,0,D,9,9,4,5
WestHam,Arsenal,1,2,A,14,21,4,7
Liverpool,Swansea,4,1,H,21,11,11,4
AstonVilla,CrystalPalace,0,0,D,14,6,3,0
Hull,Everton,2,0,H,14,9,5,3
Liverpool,Leicester,2,2,D,18,16,6,3
ManCity,Sunderland,3,2,H,32,4,12,4
Newcastle,Burnley,3,3,D,10,15,4,4
QPR,Swansea,1,1,D,24,25,6,6
Southampton,Arsenal,2,0,H,13,11,6,6
Stoke,ManUnited,1,1,D,11,6,2,2
Tottenham,Chelsea,5,3,H,11,19,8,7
WestHam,WestBrom,1,1,D,8,14,3,3
Burnley,QPR,2,1,H,18,17,7,7
Chelsea,Newcastle,2,0,H,9,11,5,5
CrystalPalace,Tottenham,2,1,H,21,9,7,5
Everton,ManCity,1,1,D,11,18,4,2
Leicester,AstonVilla,1,0,H,11,12,3,1
Sunderland,Liverpool,0,1,A,5,21,1,4
Swansea,WestHam,1,1,D,19,11,3,5
WestBrom,Hull,1,0,H,9,12,3,2
Arsenal,Stoke,3,0,H,14,7,6,2
ManUnited,Southampton,0,1,A,10,9,0,1
AstonVilla,Liverpool,0,2,A,15,12,4,5
Burnley,CrystalPalace,2,3,A,7,11,4,4
Leicester,Stoke,0,1,A,7,13,3,3
Newcastle,Southampton,1,2,A,16,5,3,3
QPR,ManUnited,0,2,A,18,12,4,7
Swansea,Chelsea,0,5,A,11,21,0,11
Tottenham,Sunderland,2,1,H,25,8,8,4
ManCity,Arsenal,0,2,A,12,9,4,3
WestHam,Hull,3,0,H,17,9,6,3
Everton,WestBrom,0,0,D,17,5,4,0
Chelsea,ManCity,1,1,D,3,10,2,5
CrystalPalace,Everton,0,1,A,13,14,3,2
Hull,Newcastle,0,3,A,13,12,8,5
Liverpool,WestHam,2,0,H,21,7,7,2
ManUnited,Leicester,3,1,H,12,4,5,1
Stoke,QPR,3,1,H,15,14,3,4
Sunderland,Burnley,2,0,H,8,13,3,4
WestBrom,Tottenham,0,3,A,13,14,4,4
Arsenal,AstonVilla,5,0,H,13,9,8,2
Southampton,Swansea,0,1,A,15,6,6,1
AstonVilla,Chelsea,1,2,A,8,12,1,5
Everton,Liverpool,0,0,D,6,17,1,6
Leicester,CrystalPalace,0,1,A,19,14,5,2
ManCity,Hull,1,1,D,18,7,5,3
QPR,Southampton,0,1,A,12,16,3,5
Swansea,Sunderland,1,1,D,16,4,7,1
Tottenham,Arsenal,2,1,H,23,7,8,3
Burnley,WestBrom,2,2,D,12,12,5,5
Newcastle,Stoke,1,1,D,9,7,3,3
WestHam,ManUnited,1,1,D,13,18,6,6
Arsenal,Leicester,2,1,H,17,11,7,4
Hull,AstonVilla,2,0,H,10,11,4,4
Liverpool,Tottenham,3,2,H,16,14,7,5
Sunderland,QPR,0,2,A,16,19,5,4
Chelsea,Everton,1,0,H,21,7,7,4
CrystalPalace,Newcastle,1,1,D,7,5,3,1
ManUnited,Burnley,3,1,H,11,13,7,3
Southampton,WestHam,0,0,D,21,4,7,1
Stoke,ManCity,1,4,A,17,14,5,8
WestBrom,Swansea,2,0,H,11,10,4,3
AstonVilla,Stoke,1,2,A,3,11,2,6
Chelsea,Burnley,1,1,D,14,10,5,5
CrystalPalace,Arsenal,1,2,A,22,12,3,4
Hull,QPR,2,1,H,16,8,6,3
ManCity,Newcastle,5,0,H,16,8,9,1
Sunderland,WestBrom,0,0,D,13,5,2,1
Swansea,ManUnited,2,1,H,11,18,6,3
Everton,Leicester,2,2,D,18,15,3,4
Southampton,Liverpool,0,2,A,13,6,5,4
Tottenham,WestHam,2,2,D,27,12,8,5
Burnley,Swansea,0,1,A,13,8,6,2
ManUnited,Sunderland,2,0,H,30,5,10,3
Newcastle,AstonVilla,1,0,H,14,13,5,3
Stoke,Hull,1,0,H,17,1,2,0
WestBrom,Southampton,1,0,H,7,12,3,2
WestHam,CrystalPalace,1,3,A,22,12,5,5
Arsenal,Everton,2,0,H,17,8,4,2
Liverpool,ManCity,2,1,H,11,8,5,1
AstonVilla,WestBrom,2,1,H,16,3,8,1
Hull,Sunderland,1,1,D,15,9,5,3
Southampton,CrystalPalace,1,0,H,23,9,3,3
Liverpool,Burnley,2,0,H,20,9,8,1
ManCity,Leicester,2,0,H,22,6,9,2
Newcastle,ManUnited,0,1,A,9,11,2,5
QPR,Arsenal,1,2,A,10,20,3,9
Stoke,Everton,2,0,H,11,10,3,5
Tottenham,Swansea,3,2,H,20,10,7,5
WestHam,Chelsea,0,1,A,18,12,5,3
QPR,Tottenham,1,2,A,17,13,6,6
Arsenal,WestHam,3,0,H,19,7,9,1
Burnley,ManCity,1,0,H,10,21,4,5
CrystalPalace,QPR,3,1,H,15,11,4,4
Leicester,Hull,0,0,D,15,12,3,5
Sunderland,AstonVilla,0,4,A,12,14,2,8
WestBrom,Stoke,1,0,H,14,9,5,2
Chelsea,Southampton,1,1,D,22,12,7,5
Everton,Newcastle,3,0,H,15,12,9,4
ManUnited,Tottenham,3,0,H,11,5,3,1
Swansea,Liverpool,0,1,A,10,16,3,5
AstonVilla,Swansea,0,1,A,12,9,3,6
ManCity,WestBrom,3,0,H,43,3,16,0
Newcastle,Arsenal,1,2,A,16,7,4,3
Southampton,Burnley,2,0,H,20,15,3,3
Stoke,CrystalPalace,1,2,A,17,12,4,3
Tottenham,Leicester,4,3,H,10,14,4,5
WestHam,Sunderland,1,0,H,15,7,4,3
Hull,Chelsea,2,3,A,19,8,8,3
Liverpool,ManUnited,1,2,A,7,6,1,4
QPR,Everton,1,2,A,14,8,1,3
Arsenal,Liverpool,4,1,H,16,13,10,2
Chelsea,Stoke,2,1,H,19,7,10,2
Everton,Southampton,1,0,H,11,11,1,2
Leicester,WestHam,2,1,H,20,14,7,7
ManUnited,AstonVilla,3,1,H,19,4,7,2
Swansea,Hull,3,1,H,9,10,4,1
WestBrom,QPR,1,4,A,21,12,6,7
Burnley,Tottenham,0,0,D,15,12,4,2
Sunderland,Newcastle,1,0,H,16,10,4,1
CrystalPalace,ManCity,2,1,H,5,22,3,4
AstonVilla,QPR,3,3,D,21,11,7,5
Burnley,Arsenal,0,1,A,8,17,4,5
Southampton,Hull,2,0,H,9,15,4,4
Sunderland,CrystalPalace,1,4,A,12,14,3,5
Swansea,Everton,1,1,D,11,12,3,8
Tottenham,AstonVilla,0,1,A,14,10,3,3
WestBrom,Leicester,2,3,A,8,12,5,4
WestHam,Stoke,1,1,D,11,18,3,2
ManUnited,ManCity,4,2,H,11,10,7,3
QPR,Chelsea,0,1,A,15,9,4,1
Liverpool,Newcastle,2,0,H,14,10,6,3
Chelsea,ManUnited,1,0,H,7,15,2,2
CrystalPalace,WestBrom,0,2,A,19,8,4,4
Everton,Burnley,1,0,H,21,10,8,1
Leicester,Swansea,2,0,H,18,10,6,6
Stoke,Southampton,2,1,H,15,12,2,6
ManCity,WestHam,2,0,H,18,9,3,3
Newcastle,Tottenham,1,3,A,11,14,5,8
Burnley,Leicester,0,1,A,12,8,4,4
CrystalPalace,Hull,0,2,A,7,21,3,7
ManCity,AstonVilla,3,2,H,11,13,4,4
Newcastle,Swansea,2,3,A,12,11,4,6
QPR,WestHam,0,0,D,18,8,7,2
Southampton,Tottenham,2,2,D,13,7,4,2
Stoke,Sunderland,1,1,D,23,15,8,5
WestBrom,Liverpool,0,0,D,10,22,4,5
Arsenal,Chelsea,0,0,D,12,7,1,3
Everton,ManUnited,3,0,H,9,17,7,4
Hull,Liverpool,1,0,H,7,12,4,9
Leicester,Chelsea,1,3,A,8,11,2,4
AstonVilla,Everton,3,2,H,11,9,4,5
Leicester,Newcastle,3,0,H,19,12,7,3
Liverpool,QPR,2,1,H,25,10,8,2
ManUnited,WestBrom,0,1,A,26,6,9,3
Sunderland,Southampton,2,1,H,12,11,6,2
Swansea,Stoke,2,0,H,16,9,4,3
WestHam,Burnley,1,0,H,29,8,7,2
Chelsea,CrystalPalace,1,0,H,17,8,7,1
Tottenham,ManCity,0,1,A,21,15,5,4
Hull,Arsenal,1,3,A,8,22,1,9
AstonVilla,WestHam,1,0,H,15,5,5,1
CrystalPalace,ManUnited,1,2,A,13,13,4,4
Everton,Sunderland,0,2,A,22,10,4,3
Hull,Burnley,0,1,A,21,8,3,2
Leicester,Southampton,2,0,H,10,10,3,3
Newcastle,WestBrom,1,1,D,15,8,5,3
Stoke,Tottenham,3,0,H,17,9,9,3
Chelsea,Liverpool,1,1,D,8,15,3,4
ManCity,QPR,6,0,H,23,9,11,3
Arsenal,Swansea,0,1,A,23,8,9,3
Burnley,Stoke,0,0,D,11,11,4,3
Liverpool,CrystalPalace,1,3,A,18,15,3,6
QPR,Newcastle,2,1,H,8,22,4,8
Southampton,AstonVilla,6,1,H,18,9,11,4
Sunderland,Leicester,0,0,D,13,11,3,0
Tottenham,Hull,2,0,H,10,14,3,2
WestHam,Everton,1,2,A,13,21,3,5
ManUnited,Arsenal,1,1,D,12,5,4,3
Swansea,ManCity,2,4,A,13,22,9,11
WestBrom,Chelsea,3,0,H,9,12,5,3
Arsenal,Sunderland,0,0,D,28,7,8,3
Arsenal,WestBrom,4,1,H,24,14,13,5
AstonVilla,Burnley,0,1,A,16,6,5,3
Chelsea,Sunderland,3,1,H,24,17,8,9
CrystalPalace,Swansea,1,0,H,13,5,7,2
Everton,Tottenham,0,1,A,9,16,1,3
Hull,ManUnited,0,0,D,16,7,6,1
Leicester,QPR,5,1,H,22,18,7,2
ManCity,Southampton,2,0,H,15,13,6,4
Newcastle,WestHam,2,0,H,17,4,4,1
Stoke,Liverpool,6,1,H,15,13,9,4
